2026-08-24 10:30:23,Unknown malware,url,https://visionplanet.com.ar/,#ClickFix,https://clickfix.carsonww.com/domains/visionplanet.com.ar
2026-08-24 10:30:21,Unknown malware,url,https://wcateasy.com/,#ClickFix,https://clickfix.carsonww.com/domains/wcateasy.com
2026-08-24 23:00:22,Unknown malware,url,https://wingji.com/,#ClickFix,https://clickfix.carsonww.com/domains/wingji.com
2026-08-24 09:30:21,Unknown malware,url,https://wordpress-498130-2172574.cloudwaysapps.com/,#ClickFix,https://clickfix.carsonww.com/domains/wordpress-498130-2172574.cloudwaysapps.com
2026-08-24 07:40:47,Vidar,url,https://wsp.1234e.org/,#Vidar,https://threatfox.abuse.ch/ioc/1885936/
2026-08-24 07:42:36,Vidar,url,https://wsp.sm188dnsxx.top/,#Vidar,https://threatfox.abuse.ch/ioc/1885941/
2026-08-24 10:30:22,Unknown malware,url,https://www.micasoganado.com/,#ClickFix,https://clickfix.carsonww.com/domains/www.micasoganado.com
2026-08-24 10:30:22,Unknown malware,url,https://www.petiteandsowhat-blog.com/,#ClickFix,https://clickfix.carsonww.com/domains/www.petiteandsowhat-blog.com
2026-08-24 10:30:22,Unknown malware,url,https://www.rassegnabattiti.it/,#ClickFix,https://clickfix.carsonww.com/domains/www.rassegnabattiti.it
2026-08-24 10:30:23,Unknown malware,url,https://www.serenadalessandro.com/,#ClickFix,https://clickfix.carsonww.com/domains/www.serenadalessandro.com
2026-08-24 11:30:22,Unknown malware,url,https://www.sumutpost.com/,#ClickFix,https://clickfix.carsonww.com/domains/www.sumutpost.com
2026-08-24 10:00:22,Unknown malware,url,https://www.wellspringworshipministries.org/,#ClickFix,https://clickfix.carsonww.com/domains/www.wellspringworshipministries.org
2026-08-24 13:03:28,SmartApeSG,url,https://yarrowalcove.net/session/login-template.js,#SmartApeSG,https://threatfox.abuse.ch/ioc/1886130/
2026-08-24 07:46:22,MicroStealer,url,https://zarox.karatasyasin058.workers.dev/m/,#CirrataGame #CloudflareWorkers #Discord #Electron #MicroStealer #stealer,https://threatfox.abuse.ch/ioc/1885489/
2026-08-24 23:00:22,Unknown malware,url,https://zoechementerprise.com/,#ClickFix,https://clickfix.carsonww.com/domains/zoechementerprise.com
